,Unnamed: 0,date,county,state,fips,cases,deaths,Population,casesprop,deathsprop,dailycase,weeklycase,dailydeath,weeklydeath,weeklyper100k,tranlevel,population_density_per_sq_mile,Minority_pct,region,pop_dens,Hotspot,Hotspot_in_2_weeks
5444,5481,2021-08-24,Sampson,North Carolina,37163.0,9238,115.0,58371.0,0.1583,0.002,26.0,260.0,0.0,0.0,445.43,High,62.4,0.4706,Coastal,62.4,True,True
5544,5581,2021-08-25,Sampson,North Carolina,37163.0,9310,115.0,58371.0,0.1595,0.002,72.0,301.0,0.0,0.0,515.67,High,62.4,0.4706,Coastal,62.4,True,True
5644,5681,2021-08-26,Sampson,North Carolina,37163.0,9403,115.0,58371.0,0.1611,0.002,93.0,336.0,0.0,0.0,575.63,High,62.4,0.4706,Coastal,62.4,True,True
5744,5781,2021-08-27,Sampson,North Carolina,37163.0,9470,115.0,58371.0,0.1622,0.002,67.0,361.0,0.0,0.0,618.46,High,62.4,0.4706,Coastal,62.4,True,True
5844,5881,2021-08-28,Sampson,North Carolina,37163.0,9470,115.0,58371.0,0.1622,0.002,0.0,361.0,0.0,0.0,618.46,High,62.4,0.4706,Coastal,62.4,True,True
5944,5981,2021-08-29,Sampson,North Carolina,37163.0,9470,115.0,58371.0,0.1622,0.002,0.0,361.0,0.0,0.0,618.46,High,62.4,0.4706,Coastal,62.4,True,True
6044,6081,2021-08-30,Sampson,North Carolina,37163.0,9624,116.0,58371.0,0.1649,0.002,154.0,412.0,1.0,1.0,705.83,High,62.4,0.4706,Coastal,62.4,True,True
6144,6181,2021-08-31,Sampson,North Carolina,37163.0,9649,117.0,58371.0,0.1653,0.002,25.0,411.0,1.0,2.0,704.12,High,62.4,0.4706,Coastal,62.4,True,True
6244,6281,2021-09-01,Sampson,North Carolina,37163.0,9682,117.0,58371.0,0.1659,0.002,33.0,372.0,0.0,2.0,637.3,High,62.4,0.4706,Coastal,62.4,True,True
6344,6381,2021-09-02,Sampson,North Carolina,37163.0,9723,118.0,58371.0,0.1666,0.002,41.0,320.0,1.0,3.0,548.22,High,62.4,0.4706,Coastal,62.4,True,True
6444,6481,2021-09-03,Sampson,North Carolina,37163.0,9872,120.0,58371.0,0.1691,0.0021,149.0,402.0,2.0,5.0,688.7,High,62.4,0.4706,Coastal,62.4,True,True
6544,6581,2021-09-04,Sampson,North Carolina,37163.0,9872,120.0,58371.0,0.1691,0.0021,0.0,402.0,0.0,5.0,688.7,High,62.4,0.4706,Coastal,62.4,True,True
6644,6681,2021-09-05,Sampson,North Carolina,37163.0,9872,120.0,58371.0,0.1691,0.0021,0.0,402.0,0.0,5.0,688.7,High,62.4,0.4706,Coastal,62.4,True,True
6744,6781,2021-09-06,Sampson,North Carolina,37163.0,9872,120.0,58371.0,0.1691,0.0021,0.0,248.0,0.0,4.0,424.87,High,62.4,0.4706,Coastal,62.4,True,True
6844,6881,2021-09-07,Sampson,North Carolina,37163.0,9977,120.0,58371.0,0.1709,0.0021,105.0,328.0,0.0,3.0,561.92,High,62.4,0.4706,Coastal,62.4,True,True
6944,6981,2021-09-08,Sampson,North Carolina,37163.0,9986,122.0,58371.0,0.1711,0.0021,9.0,304.0,2.0,5.0,520.81,High,62.4,0.4706,Coastal,62.4,True,True
7044,7081,2021-09-09,Sampson,North Carolina,37163.0,10030,124.0,58371.0,0.1718,0.0021,44.0,307.0,2.0,6.0,525.95,High,62.4,0.4706,Coastal,62.4,True,True
7144,7181,2021-09-10,Sampson,North Carolina,37163.0,10071,124.0,58371.0,0.1725,0.0021,41.0,199.0,0.0,4.0,340.92,High,62.4,0.4706,Coastal,62.4,True,True
7244,7281,2021-09-11,Sampson,North Carolina,37163.0,10071,124.0,58371.0,0.1725,0.0021,0.0,199.0,0.0,4.0,340.92,High,62.4,0.4706,Coastal,62.4,True,True
7344,7381,2021-09-12,Sampson,North Carolina,37163.0,10071,124.0,58371.0,0.1725,0.0021,0.0,199.0,0.0,4.0,340.92,High,62.4,0.4706,Coastal,62.4,True,True
7444,7481,2021-09-13,Sampson,North Carolina,37163.0,10179,124.0,58371.0,0.1744,0.0021,108.0,307.0,0.0,4.0,525.95,High,62.4,0.4706,Coastal,62.4,True,True
7544,7581,2021-09-14,Sampson,North Carolina,37163.0,10194,124.0,58371.0,0.1746,0.0021,15.0,217.0,0.0,4.0,371.76,High,62.4,0.4706,Coastal,62.4,True,True
7644,7681,2021-09-15,Sampson,North Carolina,37163.0,10253,124.0,58371.0,0.1757,0.0021,59.0,267.0,0.0,2.0,457.42,High,62.4,0.4706,Coastal,62.4,True,True
7744,7781,2021-09-16,Sampson,North Carolina,37163.0,10293,124.0,58371.0,0.1763,0.0021,40.0,263.0,0.0,0.0,450.57,High,62.4,0.4706,Coastal,62.4,True,True
7844,7881,2021-09-17,Sampson,North Carolina,37163.0,10320,124.0,58371.0,0.1768,0.0021,27.0,249.0,0.0,0.0,426.58,High,62.4,0.4706,Coastal,62.4,True,True
7944,7981,2021-09-18,Sampson,North Carolina,37163.0,10320,124.0,58371.0,0.1768,0.0021,0.0,249.0,0.0,0.0,426.58,High,62.4,0.4706,Coastal,62.4,True,True
8044,8081,2021-09-19,Sampson,North Carolina,37163.0,10320,124.0,58371.0,0.1768,0.0021,0.0,249.0,0.0,0.0,426.58,High,62.4,0.4706,Coastal,62.4,True,True
8144,8181,2021-09-20,Sampson,North Carolina,37163.0,10430,124.0,58371.0,0.1787,0.0021,110.0,251.0,0.0,0.0,430.01,High,62.4,0.4706,Coastal,62.4,True,True
8244,8281,2021-09-21,Sampson,North Carolina,37163.0,10447,124.0,58371.0,0.179,0.0021,17.0,253.0,0.0,0.0,433.43,High,62.4,0.4706,Coastal,62.4,True,True
8344,8381,2021-09-22,Sampson,North Carolina,37163.0,10492,124.0,58371.0,0.1797,0.0021,45.0,239.0,0.0,0.0,409.45,High,62.4,0.4706,Coastal,62.4,True,True
8444,8481,2021-09-23,Sampson,North Carolina,37163.0,10533,125.0,58371.0,0.1804,0.0021,41.0,240.0,1.0,1.0,411.16,High,62.4,0.4706,Coastal,62.4,True,True
8544,8581,2021-09-24,Sampson,North Carolina,37163.0,10564,125.0,58371.0,0.181,0.0021,31.0,244.0,0.0,1.0,418.02,High,62.4,0.4706,Coastal,62.4,True,True
8644,8681,2021-09-25,Sampson,North Carolina,37163.0,10564,125.0,58371.0,0.181,0.0021,0.0,244.0,0.0,1.0,418.02,High,62.4,0.4706,Coastal,62.4,True,True
8744,8781,2021-09-26,Sampson,North Carolina,37163.0,10564,125.0,58371.0,0.181,0.0021,0.0,244.0,0.0,1.0,418.02,High,62.4,0.4706,Coastal,62.4,True,True
8844,8881,2021-09-27,Sampson,North Carolina,37163.0,10620,126.0,58371.0,0.1819,0.0022,56.0,190.0,1.0,2.0,325.5,High,62.4,0.4706,Coastal,62.4,True,True
8944,8981,2021-09-28,Sampson,North Carolina,37163.0,10635,127.0,58371.0,0.1822,0.0022,15.0,188.0,1.0,3.0,322.08,High,62.4,0.4706,Coastal,62.4,True,True
9044,9081,2021-09-29,Sampson,North Carolina,37163.0,10671,127.0,58371.0,0.1828,0.0022,36.0,179.0,0.0,3.0,306.66,High,62.4,0.4706,Coastal,62.4,True,True
9144,9181,2021-09-30,Sampson,North Carolina,37163.0,10707,127.0,58371.0,0.1834,0.0022,36.0,174.0,0.0,2.0,298.09,High,62.4,0.4706,Coastal,62.4,True,True
9244,9281,2021-10-01,Sampson,North Carolina,37163.0,10730,127.0,58371.0,0.1838,0.0022,23.0,166.0,0.0,2.0,284.39,High,62.4,0.4706,Coastal,62.4,True,True
9344,9381,2021-10-02,Sampson,North Carolina,37163.0,10730,127.0,58371.0,0.1838,0.0022,0.0,166.0,0.0,2.0,284.39,High,62.4,0.4706,Coastal,62.4,True,True
9444,9481,2021-10-03,Sampson,North Carolina,37163.0,10730,127.0,58371.0,0.1838,0.0022,0.0,166.0,0.0,2.0,284.39,High,62.4,0.4706,Coastal,62.4,True,True
9544,9581,2021-10-04,Sampson,North Carolina,37163.0,10807,127.0,58371.0,0.1851,0.0022,77.0,187.0,0.0,1.0,320.36,High,62.4,0.4706,Coastal,62.4,True,True
9644,9681,2021-10-05,Sampson,North Carolina,37163.0,10817,127.0,58371.0,0.1853,0.0022,10.0,182.0,0.0,0.0,311.8,High,62.4,0.4706,Coastal,62.4,True,True
9744,9781,2021-10-06,Sampson,North Carolina,37163.0,10857,127.0,58371.0,0.186,0.0022,40.0,186.0,0.0,0.0,318.65,High,62.4,0.4706,Coastal,62.4,True,True
9844,9881,2021-10-07,Sampson,North Carolina,37163.0,10887,127.0,58371.0,0.1865,0.0022,30.0,180.0,0.0,0.0,308.37,High,62.4,0.4706,Coastal,62.4,True,True
9944,9981,2021-10-08,Sampson,North Carolina,37163.0,10910,128.0,58371.0,0.1869,0.0022,23.0,180.0,1.0,1.0,308.37,High,62.4,0.4706,Coastal,62.4,True,True
10044,10081,2021-10-09,Sampson,North Carolina,37163.0,10910,128.0,58371.0,0.1869,0.0022,0.0,180.0,0.0,1.0,308.37,High,62.4,0.4706,Coastal,62.4,True,True
10144,10181,2021-10-10,Sampson,North Carolina,37163.0,10910,128.0,58371.0,0.1869,0.0022,0.0,180.0,0.0,1.0,308.37,High,62.4,0.4706,Coastal,62.4,True,True
10244,10281,2021-10-11,Sampson,North Carolina,37163.0,10967,129.0,58371.0,0.1879,0.0022,57.0,160.0,1.0,2.0,274.11,High,62.4,0.4706,Coastal,62.4,True,True
10344,10381,2021-10-12,Sampson,North Carolina,37163.0,10976,129.0,58371.0,0.188,0.0022,9.0,159.0,0.0,2.0,272.4,High,62.4,0.4706,Coastal,62.4,True,True
10444,10481,2021-10-13,Sampson,North Carolina,37163.0,11003,129.0,58371.0,0.1885,0.0022,27.0,146.0,0.0,2.0,250.12,High,62.4,0.4706,Coastal,62.4,True,True
10544,10581,2021-10-14,Sampson,North Carolina,37163.0,11040,129.0,58371.0,0.1891,0.0022,37.0,153.0,0.0,2.0,262.12,High,62.4,0.4706,Coastal,62.4,True,True
10644,10681,2021-10-15,Sampson,North Carolina,37163.0,11069,130.0,58371.0,0.1896,0.0022,29.0,159.0,1.0,2.0,272.4,High,62.4,0.4706,Coastal,62.4,True,True
10744,10781,2021-10-16,Sampson,North Carolina,37163.0,11069,130.0,58371.0,0.1896,0.0022,0.0,159.0,0.0,2.0,272.4,High,62.4,0.4706,Coastal,62.4,True,True
10844,10881,2021-10-17,Sampson,North Carolina,37163.0,11069,130.0,58371.0,0.1896,0.0022,0.0,159.0,0.0,2.0,272.4,High,62.4,0.4706,Coastal,62.4,True,True
10944,10981,2021-10-18,Sampson,North Carolina,37163.0,11132,131.0,58371.0,0.1907,0.0022,63.0,165.0,1.0,2.0,282.67,High,62.4,0.4706,Coastal,62.4,True,True
11044,11081,2021-10-19,Sampson,North Carolina,37163.0,11134,131.0,58371.0,0.1907,0.0022,2.0,158.0,0.0,2.0,270.68,High,62.4,0.4706,Coastal,62.4,True,True
11144,11181,2021-10-20,Sampson,North Carolina,37163.0,11159,133.0,58371.0,0.1912,0.0023,25.0,156.0,2.0,4.0,267.26,High,62.4,0.4706,Coastal,62.4,True,True
11244,11281,2021-10-21,Sampson,North Carolina,37163.0,11190,133.0,58371.0,0.1917,0.0023,31.0,150.0,0.0,4.0,256.98,High,62.4,0.4706,Coastal,62.4,True,True
11344,11381,2021-10-22,Sampson,North Carolina,37163.0,11215,135.0,58371.0,0.1921,0.0023,25.0,146.0,2.0,5.0,250.12,High,62.4,0.4706,Coastal,62.4,True,True
11444,11481,2021-10-23,Sampson,North Carolina,37163.0,11215,135.0,58371.0,0.1921,0.0023,0.0,146.0,0.0,5.0,250.12,High,62.4,0.4706,Coastal,62.4,True,True
11544,11581,2021-10-24,Sampson,North Carolina,37163.0,11215,135.0,58371.0,0.1921,0.0023,0.0,146.0,0.0,5.0,250.12,High,62.4,0.4706,Coastal,62.4,True,True
11644,11681,2021-10-25,Sampson,North Carolina,37163.0,11241,135.0,58371.0,0.1926,0.0023,26.0,109.0,0.0,4.0,186.74,High,62.4,0.4706,Coastal,62.4,True,True
11744,11781,2021-10-26,Sampson,North Carolina,37163.0,11242,135.0,58371.0,0.1926,0.0023,1.0,108.0,0.0,4.0,185.02,High,62.4,0.4706,Coastal,62.4,True,True
11844,11881,2021-10-27,Sampson,North Carolina,37163.0,11259,135.0,58371.0,0.1929,0.0023,17.0,100.0,0.0,2.0,171.32,High,62.4,0.4706,Coastal,62.4,True,True
11944,11981,2021-10-28,Sampson,North Carolina,37163.0,11277,135.0,58371.0,0.1932,0.0023,18.0,87.0,0.0,2.0,149.05,High,62.4,0.4706,Coastal,62.4,True,True
12044,12081,2021-10-29,Sampson,North Carolina,37163.0,11296,136.0,58371.0,0.1935,0.0023,19.0,81.0,1.0,1.0,138.77,High,62.4,0.4706,Coastal,62.4,True,True
12144,12181,2021-10-30,Sampson,North Carolina,37163.0,11296,136.0,58371.0,0.1935,0.0023,0.0,81.0,0.0,1.0,138.77,High,62.4,0.4706,Coastal,62.4,True,True
12244,12281,2021-10-31,Sampson,North Carolina,37163.0,11296,136.0,58371.0,0.1935,0.0023,0.0,81.0,0.0,1.0,138.77,High,62.4,0.4706,Coastal,62.4,True,True
12344,12381,2021-11-01,Sampson,North Carolina,37163.0,11320,136.0,58371.0,0.1939,0.0023,24.0,79.0,0.0,1.0,135.34,High,62.4,0.4706,Coastal,62.4,True,True
12444,12481,2021-11-02,Sampson,North Carolina,37163.0,11329,136.0,58371.0,0.1941,0.0023,9.0,87.0,0.0,1.0,149.05,High,62.4,0.4706,Coastal,62.4,True,True
12544,12581,2021-11-03,Sampson,North Carolina,37163.0,11337,136.0,58371.0,0.1942,0.0023,8.0,78.0,0.0,1.0,133.63,High,62.4,0.4706,Coastal,62.4,True,True
12644,12681,2021-11-04,Sampson,North Carolina,37163.0,11361,137.0,58371.0,0.1946,0.0023,24.0,84.0,1.0,2.0,143.91,High,62.4,0.4706,Coastal,62.4,True,True
12744,12781,2021-11-05,Sampson,North Carolina,37163.0,11378,137.0,58371.0,0.1949,0.0023,17.0,82.0,0.0,1.0,140.48,High,62.4,0.4706,Coastal,62.4,True,True
12844,12881,2021-11-06,Sampson,North Carolina,37163.0,11378,137.0,58371.0,0.1949,0.0023,0.0,82.0,0.0,1.0,140.48,High,62.4,0.4706,Coastal,62.4,True,True
12944,12981,2021-11-07,Sampson,North Carolina,37163.0,11378,137.0,58371.0,0.1949,0.0023,0.0,82.0,0.0,1.0,140.48,High,62.4,0.4706,Coastal,62.4,True,True
13044,13081,2021-11-08,Sampson,North Carolina,37163.0,11400,137.0,58371.0,0.1953,0.0023,22.0,80.0,0.0,1.0,137.05,High,62.4,0.4706,Coastal,62.4,True,True
13144,13181,2021-11-09,Sampson,North Carolina,37163.0,11404,137.0,58371.0,0.1954,0.0023,4.0,75.0,0.0,1.0,128.49,High,62.4,0.4706,Coastal,62.4,True,True
13244,13281,2021-11-10,Sampson,North Carolina,37163.0,11411,137.0,58371.0,0.1955,0.0023,7.0,74.0,0.0,1.0,126.78,High,62.4,0.4706,Coastal,62.4,True,True
13344,13381,2021-11-11,Sampson,North Carolina,37163.0,11411,137.0,58371.0,0.1955,0.0023,0.0,50.0,0.0,0.0,85.66,Substantial,62.4,0.4706,Coastal,62.4,True,True
13444,13481,2021-11-12,Sampson,North Carolina,37163.0,11424,137.0,58371.0,0.1957,0.0023,13.0,46.0,0.0,0.0,78.81,Substantial,62.4,0.4706,Coastal,62.4,True,True
13544,13581,2021-11-13,Sampson,North Carolina,37163.0,11424,137.0,58371.0,0.1957,0.0023,0.0,46.0,0.0,0.0,78.81,Substantial,62.4,0.4706,Coastal,62.4,True,True
13644,13681,2021-11-14,Sampson,North Carolina,37163.0,11424,137.0,58371.0,0.1957,0.0023,0.0,46.0,0.0,0.0,78.81,Substantial,62.4,0.4706,Coastal,62.4,True,True
13744,13781,2021-11-15,Sampson,North Carolina,37163.0,11439,137.0,58371.0,0.196,0.0023,15.0,39.0,0.0,0.0,66.81,Substantial,62.4,0.4706,Coastal,62.4,True,True
13844,13881,2021-11-16,Sampson,North Carolina,37163.0,11440,138.0,58371.0,0.196,0.0024,1.0,36.0,1.0,1.0,61.67,Substantial,62.4,0.4706,Coastal,62.4,True,True
13944,13981,2021-11-17,Sampson,North Carolina,37163.0,11451,139.0,58371.0,0.1962,0.0024,11.0,40.0,1.0,2.0,68.53,Substantial,62.4,0.4706,Coastal,62.4,True,True
14044,14081,2021-11-18,Sampson,North Carolina,37163.0,11464,139.0,58371.0,0.1964,0.0024,13.0,53.0,0.0,2.0,90.8,Substantial,62.4,0.4706,Coastal,62.4,True,True
14144,14181,2021-11-19,Sampson,North Carolina,37163.0,11479,140.0,58371.0,0.1967,0.0024,15.0,55.0,1.0,3.0,94.22,Substantial,62.4,0.4706,Coastal,62.4,True,
14244,14281,2021-11-20,Sampson,North Carolina,37163.0,11479,140.0,58371.0,0.1967,0.0024,0.0,55.0,0.0,3.0,94.22,Substantial,62.4,0.4706,Coastal,62.4,True,
14344,14381,2021-11-21,Sampson,North Carolina,37163.0,11479,140.0,58371.0,0.1967,0.0024,0.0,55.0,0.0,3.0,94.22,Substantial,62.4,0.4706,Coastal,62.4,True,
14444,14481,2021-11-22,Sampson,North Carolina,37163.0,11497,140.0,58371.0,0.197,0.0024,18.0,58.0,0.0,3.0,99.36,Substantial,62.4,0.4706,Coastal,62.4,True,
14544,14581,2021-11-23,Sampson,North Carolina,37163.0,11506,140.0,58371.0,0.1971,0.0024,9.0,66.0,0.0,2.0,113.07,High,62.4,0.4706,Coastal,62.4,True,
14644,14681,2021-11-24,Sampson,North Carolina,37163.0,11520,140.0,58371.0,0.1974,0.0024,14.0,69.0,0.0,1.0,118.21,High,62.4,0.4706,Coastal,62.4,True,
14744,14781,2021-11-25,Sampson,North Carolina,37163.0,11520,140.0,58371.0,0.1974,0.0024,0.0,56.0,0.0,1.0,95.94,Substantial,62.4,0.4706,Coastal,62.4,True,
14844,14881,2021-11-26,Sampson,North Carolina,37163.0,11520,140.0,58371.0,0.1974,0.0024,0.0,41.0,0.0,0.0,70.24,Substantial,62.4,0.4706,Coastal,62.4,True,
14944,14981,2021-11-27,Sampson,North Carolina,37163.0,11520,140.0,58371.0,0.1974,0.0024,0.0,41.0,0.0,0.0,70.24,Substantial,62.4,0.4706,Coastal,62.4,True,
15044,15081,2021-11-28,Sampson,North Carolina,37163.0,11520,140.0,58371.0,0.1974,0.0024,0.0,41.0,0.0,0.0,70.24,Substantial,62.4,0.4706,Coastal,62.4,True,
15144,15181,2021-11-29,Sampson,North Carolina,37163.0,11557,140.0,58371.0,0.198,0.0024,37.0,60.0,0.0,0.0,102.79,High,62.4,0.4706,Coastal,62.4,True,
15244,15281,2021-11-30,Sampson,North Carolina,37163.0,11566,140.0,58371.0,0.1981,0.0024,9.0,60.0,0.0,0.0,102.79,High,62.4,0.4706,Coastal,62.4,True,
15344,15381,2021-12-01,Sampson,North Carolina,37163.0,11579,140.0,58371.0,0.1984,0.0024,13.0,59.0,0.0,0.0,101.08,High,62.4,0.4706,Coastal,62.4,True,
15443,15481,2021-12-02,Sampson,North Carolina,37163.0,11604,140.0,58371.0,0.1988,0.0024,25.0,84.0,0.0,0.0,143.91,High,62.4,0.4706,Coastal,62.4,True,
82,82,2021-07-01,Scotland,North Carolina,37165.0,3908,88.0,33662.0,0.1161,0.0026,0.0,0.0,0.0,0.0,0.0,Low,107.1,0.5786,Eastern,107.1,False,True
182,182,2021-07-02,Scotland,North Carolina,37165.0,3910,88.0,33662.0,0.1162,0.0026,2.0,0.0,0.0,0.0,0.0,Low,107.1,0.5786,Eastern,107.1,False,True
282,282,2021-07-03,Scotland,North Carolina,37165.0,3910,88.0,33662.0,0.1162,0.0026,0.0,0.0,0.0,0.0,0.0,Low,107.1,0.5786,Eastern,107.1,False,True
382,382,2021-07-04,Scotland,North Carolina,37165.0,3910,88.0,33662.0,0.1162,0.0026,0.0,0.0,0.0,0.0,0.0,Low,107.1,0.5786,Eastern,107.1,False,True
482,482,2021-07-05,Scotland,North Carolina,37165.0,3910,88.0,33662.0,0.1162,0.0026,0.0,0.0,0.0,0.0,0.0,Low,107.1,0.5786,Eastern,107.1,False,True
582,582,2021-07-06,Scotland,North Carolina,37165.0,3914,88.0,33662.0,0.1163,0.0026,4.0,0.0,0.0,0.0,0.0,Low,107.1,0.5786,Eastern,107.1,False,True
682,682,2021-07-07,Scotland,North Carolina,37165.0,3917,88.0,33662.0,0.1164,0.0026,3.0,0.0,0.0,0.0,0.0,Low,107.1,0.5786,Eastern,107.1,False,True
775,782,2021-07-08,Scotland,North Carolina,37165.0,3918,88.0,33662.0,0.1164,0.0026,1.0,10.0,0.0,0.0,29.71,Moderate,107.1,0.5786,Eastern,107.1,False,True
869,882,2021-07-09,Scotland,North Carolina,37165.0,3923,88.0,33662.0,0.1165,0.0026,5.0,13.0,0.0,0.0,38.62,Moderate,107.1,0.5786,Eastern,107.1,False,True
964,982,2021-07-10,Scotland,North Carolina,37165.0,3923,88.0,33662.0,0.1165,0.0026,0.0,13.0,0.0,0.0,38.62,Moderate,107.1,0.5786,Eastern,107.1,False,True
1059,1082,2021-07-11,Scotland,North Carolina,37165.0,3923,88.0,33662.0,0.1165,0.0026,0.0,13.0,0.0,0.0,38.62,Moderate,107.1,0.5786,Eastern,107.1,False,True
1154,1182,2021-07-12,Scotland,North Carolina,37165.0,3932,88.0,33662.0,0.1168,0.0026,9.0,22.0,0.0,0.0,65.36,Substantial,107.1,0.5786,Eastern,107.1,True,True
1251,1282,2021-07-13,Scotland,North Carolina,37165.0,3934,88.0,33662.0,0.1169,0.0026,2.0,20.0,0.0,0.0,59.41,Substantial,107.1,0.5786,Eastern,107.1,True,True
1348,1382,2021-07-14,Scotland,North Carolina,37165.0,3940,88.0,33662.0,0.117,0.0026,6.0,23.0,0.0,0.0,68.33,Substantial,107.1,0.5786,Eastern,107.1,True,True
1447,1482,2021-07-15,Scotland,North Carolina,37165.0,3947,88.0,33662.0,0.1173,0.0026,7.0,29.0,0.0,0.0,86.15,Substantial,107.1,0.5786,Eastern,107.1,True,True
1547,1582,2021-07-16,Scotland,North Carolina,37165.0,3953,88.0,33662.0,0.1174,0.0026,6.0,30.0,0.0,0.0,89.12,Substantial,107.1,0.5786,Eastern,107.1,True,True
1647,1682,2021-07-17,Scotland,North Carolina,37165.0,3953,88.0,33662.0,0.1174,0.0026,0.0,30.0,0.0,0.0,89.12,Substantial,107.1,0.5786,Eastern,107.1,True,True
1747,1782,2021-07-18,Scotland,North Carolina,37165.0,3953,88.0,33662.0,0.1174,0.0026,0.0,30.0,0.0,0.0,89.12,Substantial,107.1,0.5786,Eastern,107.1,True,True
1846,1882,2021-07-19,Scotland,North Carolina,37165.0,3970,88.0,33662.0,0.1179,0.0026,17.0,38.0,0.0,0.0,112.89,High,107.1,0.5786,Eastern,107.1,True,True
1945,1982,2021-07-20,Scotland,North Carolina,37165.0,3988,88.0,33662.0,0.1185,0.0026,18.0,54.0,0.0,0.0,160.42,High,107.1,0.5786,Eastern,107.1,True,True
2045,2082,2021-07-21,Scotland,North Carolina,37165.0,3999,89.0,33662.0,0.1188,0.0026,11.0,59.0,1.0,1.0,175.27,High,107.1,0.5786,Eastern,107.1,True,True
2145,2182,2021-07-22,Scotland,North Carolina,37165.0,4009,89.0,33662.0,0.1191,0.0026,10.0,62.0,0.0,1.0,184.18,High,107.1,0.5786,Eastern,107.1,True,True
2245,2282,2021-07-23,Scotland,North Carolina,37165.0,4018,89.0,33662.0,0.1194,0.0026,9.0,65.0,0.0,1.0,193.1,High,107.1,0.5786,Eastern,107.1,True,True
2345,2382,2021-07-24,Scotland,North Carolina,37165.0,4018,89.0,33662.0,0.1194,0.0026,0.0,65.0,0.0,1.0,193.1,High,107.1,0.5786,Eastern,107.1,True,True
2445,2482,2021-07-25,Scotland,North Carolina,37165.0,4018,89.0,33662.0,0.1194,0.0026,0.0,65.0,0.0,1.0,193.1,High,107.1,0.5786,Eastern,107.1,True,True
2545,2582,2021-07-26,Scotland,North Carolina,37165.0,4044,89.0,33662.0,0.1201,0.0026,26.0,74.0,0.0,1.0,219.83,High,107.1,0.5786,Eastern,107.1,True,True
2645,2682,2021-07-27,Scotland,North Carolina,37165.0,4060,89.0,33662.0,0.1206,0.0026,16.0,72.0,0.0,1.0,213.89,High,107.1,0.5786,Eastern,107.1,True,True
2745,2782,2021-07-28,Scotland,North Carolina,37165.0,4077,89.0,33662.0,0.1211,0.0026,17.0,78.0,0.0,0.0,231.72,High,107.1,0.5786,Eastern,107.1,True,True
2845,2882,2021-07-29,Scotland,North Carolina,37165.0,4096,89.0,33662.0,0.1217,0.0026,19.0,87.0,0.0,0.0,258.45,High,107.1,0.5786,Eastern,107.1,True,True
2945,2982,2021-07-30,Scotland,North Carolina,37165.0,4104,89.0,33662.0,0.1219,0.0026,8.0,86.0,0.0,0.0,255.48,High,107.1,0.5786,Eastern,107.1,True,True
3045,3082,2021-07-31,Scotland,North Carolina,37165.0,4104,89.0,33662.0,0.1219,0.0026,0.0,86.0,0.0,0.0,255.48,High,107.1,0.5786,Eastern,107.1,True,True
3145,3182,2021-08-01,Scotland,North Carolina,37165.0,4104,89.0,33662.0,0.1219,0.0026,0.0,86.0,0.0,0.0,255.48,High,107.1,0.5786,Eastern,107.1,True,True
3245,3282,2021-08-02,Scotland,North Carolina,37165.0,4133,89.0,33662.0,0.1228,0.0026,29.0,89.0,0.0,0.0,264.39,High,107.1,0.5786,Eastern,107.1,True,True
3345,3382,2021-08-03,Scotland,North Carolina,37165.0,4144,89.0,33662.0,0.1231,0.0026,11.0,84.0,0.0,0.0,249.54,High,107.1,0.5786,Eastern,107.1,True,True
3445,3482,2021-08-04,Scotland,North Carolina,37165.0,4166,91.0,33662.0,0.1238,0.0027,22.0,89.0,2.0,2.0,264.39,High,107.1,0.5786,Eastern,107.1,True,True
3545,3582,2021-08-05,Scotland,North Carolina,37165.0,4185,91.0,33662.0,0.1243,0.0027,19.0,89.0,0.0,2.0,264.39,High,107.1,0.5786,Eastern,107.1,True,True
3645,3682,2021-08-06,Scotland,North Carolina,37165.0,4206,91.0,33662.0,0.1249,0.0027,21.0,102.0,0.0,2.0,303.01,High,107.1,0.5786,Eastern,107.1,True,True
3745,3782,2021-08-07,Scotland,North Carolina,37165.0,4206,91.0,33662.0,0.1249,0.0027,0.0,102.0,0.0,2.0,303.01,High,107.1,0.5786,Eastern,107.1,True,True
3845,3882,2021-08-08,Scotland,North Carolina,37165.0,4206,91.0,33662.0,0.1249,0.0027,0.0,102.0,0.0,2.0,303.01,High,107.1,0.5786,Eastern,107.1,True,True
3945,3982,2021-08-09,Scotland,North Carolina,37165.0,4258,91.0,33662.0,0.1265,0.0027,52.0,125.0,0.0,2.0,371.34,High,107.1,0.5786,Eastern,107.1,True,True
4045,4082,2021-08-10,Scotland,North Carolina,37165.0,4275,93.0,33662.0,0.127,0.0028,17.0,131.0,2.0,4.0,389.16,High,107.1,0.5786,Eastern,107.1,True,True
4145,4182,2021-08-11,Scotland,North Carolina,37165.0,4297,93.0,33662.0,0.1277,0.0028,22.0,131.0,0.0,2.0,389.16,High,107.1,0.5786,Eastern,107.1,True,True
4245,4282,2021-08-12,Scotland,North Carolina,37165.0,4316,93.0,33662.0,0.1282,0.0028,19.0,131.0,0.0,2.0,389.16,High,107.1,0.5786,Eastern,107.1,True,True
4345,4382,2021-08-13,Scotland,North Carolina,37165.0,4337,93.0,33662.0,0.1288,0.0028,21.0,131.0,0.0,2.0,389.16,High,107.1,0.5786,Eastern,107.1,True,True
