,Unnamed: 0,date,county,state,fips,cases,deaths,Population,casesprop,deathsprop,dailycase,weeklycase,dailydeath,weeklydeath,weeklyper100k,tranlevel,population_density_per_sq_mile,Minority_pct,region,pop_dens,Hotspot,Hotspot_in_2_weeks
14663,14700,2021-11-25,Alamance,North Carolina,37001.0,27229,349.0,175029.0,0.1556,0.002,0.0,202.0,0.0,1.0,115.41,High,404.8,0.3825,Northern,404.8,True,
14763,14800,2021-11-26,Alamance,North Carolina,37001.0,27229,349.0,175029.0,0.1556,0.002,0.0,165.0,0.0,1.0,94.27,Substantial,404.8,0.3825,Northern,404.8,True,
14863,14900,2021-11-27,Alamance,North Carolina,37001.0,27229,349.0,175029.0,0.1556,0.002,0.0,165.0,0.0,1.0,94.27,Substantial,404.8,0.3825,Northern,404.8,True,
14963,15000,2021-11-28,Alamance,North Carolina,37001.0,27229,349.0,175029.0,0.1556,0.002,0.0,165.0,0.0,1.0,94.27,Substantial,404.8,0.3825,Northern,404.8,True,
15063,15100,2021-11-29,Alamance,North Carolina,37001.0,27387,349.0,175029.0,0.1565,0.002,158.0,219.0,0.0,0.0,125.12,High,404.8,0.3825,Northern,404.8,True,
15163,15200,2021-11-30,Alamance,North Carolina,37001.0,27430,349.0,175029.0,0.1567,0.002,43.0,233.0,0.0,0.0,133.12,High,404.8,0.3825,Northern,404.8,True,
15263,15300,2021-12-01,Alamance,North Carolina,37001.0,27482,349.0,175029.0,0.157,0.002,52.0,253.0,0.0,0.0,144.55,High,404.8,0.3825,Northern,404.8,True,
15362,15400,2021-12-02,Alamance,North Carolina,37001.0,27554,354.0,175029.0,0.1574,0.002,72.0,325.0,5.0,5.0,185.68,High,404.8,0.3825,Northern,404.8,True,
1,1,2021-07-01,Alexander,North Carolina,37003.0,4456,84.0,36172.0,0.1232,0.0023,0.0,0.0,0.0,0.0,0.0,Low,140.2,0.1416,Northern,140.2,False,False
101,101,2021-07-02,Alexander,North Carolina,37003.0,4456,84.0,36172.0,0.1232,0.0023,0.0,0.0,0.0,0.0,0.0,Low,140.2,0.1416,Northern,140.2,False,False
201,201,2021-07-03,Alexander,North Carolina,37003.0,4456,84.0,36172.0,0.1232,0.0023,0.0,0.0,0.0,0.0,0.0,Low,140.2,0.1416,Northern,140.2,False,False
301,301,2021-07-04,Alexander,North Carolina,37003.0,4456,84.0,36172.0,0.1232,0.0023,0.0,0.0,0.0,0.0,0.0,Low,140.2,0.1416,Northern,140.2,False,False
401,401,2021-07-05,Alexander,North Carolina,37003.0,4456,84.0,36172.0,0.1232,0.0023,0.0,0.0,0.0,0.0,0.0,Low,140.2,0.1416,Northern,140.2,False,True
501,501,2021-07-06,Alexander,North Carolina,37003.0,4456,84.0,36172.0,0.1232,0.0023,0.0,0.0,0.0,0.0,0.0,Low,140.2,0.1416,Northern,140.2,False,True
601,601,2021-07-07,Alexander,North Carolina,37003.0,4459,84.0,36172.0,0.1233,0.0023,3.0,0.0,0.0,0.0,0.0,Low,140.2,0.1416,Northern,140.2,False,True
701,701,2021-07-08,Alexander,North Carolina,37003.0,4460,84.0,36172.0,0.1233,0.0023,1.0,4.0,0.0,0.0,11.06,Moderate,140.2,0.1416,Northern,140.2,False,True
792,801,2021-07-09,Alexander,North Carolina,37003.0,4462,84.0,36172.0,0.1234,0.0023,2.0,6.0,0.0,0.0,16.59,Moderate,140.2,0.1416,Northern,140.2,False,True
887,901,2021-07-10,Alexander,North Carolina,37003.0,4462,84.0,36172.0,0.1234,0.0023,0.0,6.0,0.0,0.0,16.59,Moderate,140.2,0.1416,Northern,140.2,False,True
982,1001,2021-07-11,Alexander,North Carolina,37003.0,4462,84.0,36172.0,0.1234,0.0023,0.0,6.0,0.0,0.0,16.59,Moderate,140.2,0.1416,Northern,140.2,False,True
1077,1101,2021-07-12,Alexander,North Carolina,37003.0,4469,84.0,36172.0,0.1235,0.0023,7.0,13.0,0.0,0.0,35.94,Moderate,140.2,0.1416,Northern,140.2,False,True
1172,1201,2021-07-13,Alexander,North Carolina,37003.0,4470,84.0,36172.0,0.1236,0.0023,1.0,14.0,0.0,0.0,38.7,Moderate,140.2,0.1416,Northern,140.2,False,True
1269,1301,2021-07-14,Alexander,North Carolina,37003.0,4474,84.0,36172.0,0.1237,0.0023,4.0,15.0,0.0,0.0,41.47,Moderate,140.2,0.1416,Northern,140.2,False,True
1367,1401,2021-07-15,Alexander,North Carolina,37003.0,4476,84.0,36172.0,0.1237,0.0023,2.0,16.0,0.0,0.0,44.23,Moderate,140.2,0.1416,Northern,140.2,False,True
1466,1501,2021-07-16,Alexander,North Carolina,37003.0,4479,84.0,36172.0,0.1238,0.0023,3.0,17.0,0.0,0.0,47.0,Moderate,140.2,0.1416,Northern,140.2,False,True
1566,1601,2021-07-17,Alexander,North Carolina,37003.0,4479,84.0,36172.0,0.1238,0.0023,0.0,17.0,0.0,0.0,47.0,Moderate,140.2,0.1416,Northern,140.2,False,True
1666,1701,2021-07-18,Alexander,North Carolina,37003.0,4479,84.0,36172.0,0.1238,0.0023,0.0,17.0,0.0,0.0,47.0,Moderate,140.2,0.1416,Northern,140.2,False,True
1766,1801,2021-07-19,Alexander,North Carolina,37003.0,4490,84.0,36172.0,0.1241,0.0023,11.0,21.0,0.0,0.0,58.06,Substantial,140.2,0.1416,Northern,140.2,True,True
1865,1901,2021-07-20,Alexander,North Carolina,37003.0,4491,84.0,36172.0,0.1242,0.0023,1.0,21.0,0.0,0.0,58.06,Substantial,140.2,0.1416,Northern,140.2,True,True
1964,2001,2021-07-21,Alexander,North Carolina,37003.0,4498,84.0,36172.0,0.1244,0.0023,7.0,24.0,0.0,0.0,66.35,Substantial,140.2,0.1416,Northern,140.2,True,True
2064,2101,2021-07-22,Alexander,North Carolina,37003.0,4506,85.0,36172.0,0.1246,0.0023,8.0,30.0,1.0,1.0,82.94,Substantial,140.2,0.1416,Northern,140.2,True,True
2164,2201,2021-07-23,Alexander,North Carolina,37003.0,4518,85.0,36172.0,0.1249,0.0023,12.0,39.0,0.0,1.0,107.82,High,140.2,0.1416,Northern,140.2,True,True
2264,2301,2021-07-24,Alexander,North Carolina,37003.0,4518,85.0,36172.0,0.1249,0.0023,0.0,39.0,0.0,1.0,107.82,High,140.2,0.1416,Northern,140.2,True,True
2364,2401,2021-07-25,Alexander,North Carolina,37003.0,4518,85.0,36172.0,0.1249,0.0023,0.0,39.0,0.0,1.0,107.82,High,140.2,0.1416,Northern,140.2,True,True
2464,2501,2021-07-26,Alexander,North Carolina,37003.0,4526,85.0,36172.0,0.1251,0.0023,8.0,36.0,0.0,1.0,99.52,Substantial,140.2,0.1416,Northern,140.2,True,True
2564,2601,2021-07-27,Alexander,North Carolina,37003.0,4529,85.0,36172.0,0.1252,0.0023,3.0,38.0,0.0,1.0,105.05,High,140.2,0.1416,Northern,140.2,True,True
2664,2701,2021-07-28,Alexander,North Carolina,37003.0,4545,85.0,36172.0,0.1256,0.0023,16.0,47.0,0.0,1.0,129.93,High,140.2,0.1416,Northern,140.2,True,True
2764,2801,2021-07-29,Alexander,North Carolina,37003.0,4561,85.0,36172.0,0.1261,0.0023,16.0,55.0,0.0,0.0,152.05,High,140.2,0.1416,Northern,140.2,True,True
2864,2901,2021-07-30,Alexander,North Carolina,37003.0,4568,85.0,36172.0,0.1263,0.0023,7.0,50.0,0.0,0.0,138.23,High,140.2,0.1416,Northern,140.2,True,True
2964,3001,2021-07-31,Alexander,North Carolina,37003.0,4568,85.0,36172.0,0.1263,0.0023,0.0,50.0,0.0,0.0,138.23,High,140.2,0.1416,Northern,140.2,True,True
3064,3101,2021-08-01,Alexander,North Carolina,37003.0,4568,85.0,36172.0,0.1263,0.0023,0.0,50.0,0.0,0.0,138.23,High,140.2,0.1416,Northern,140.2,True,True
3164,3201,2021-08-02,Alexander,North Carolina,37003.0,4601,85.0,36172.0,0.1272,0.0023,33.0,75.0,0.0,0.0,207.34,High,140.2,0.1416,Northern,140.2,True,True
3264,3301,2021-08-03,Alexander,North Carolina,37003.0,4609,85.0,36172.0,0.1274,0.0023,8.0,80.0,0.0,0.0,221.17,High,140.2,0.1416,Northern,140.2,True,True
3364,3401,2021-08-04,Alexander,North Carolina,37003.0,4621,85.0,36172.0,0.1278,0.0023,12.0,76.0,0.0,0.0,210.11,High,140.2,0.1416,Northern,140.2,True,True
3464,3501,2021-08-05,Alexander,North Carolina,37003.0,4634,85.0,36172.0,0.1281,0.0023,13.0,73.0,0.0,0.0,201.81,High,140.2,0.1416,Northern,140.2,True,True
3564,3601,2021-08-06,Alexander,North Carolina,37003.0,4652,85.0,36172.0,0.1286,0.0023,18.0,84.0,0.0,0.0,232.22,High,140.2,0.1416,Northern,140.2,True,True
3664,3701,2021-08-07,Alexander,North Carolina,37003.0,4652,85.0,36172.0,0.1286,0.0023,0.0,84.0,0.0,0.0,232.22,High,140.2,0.1416,Northern,140.2,True,True
3764,3801,2021-08-08,Alexander,North Carolina,37003.0,4652,85.0,36172.0,0.1286,0.0023,0.0,84.0,0.0,0.0,232.22,High,140.2,0.1416,Northern,140.2,True,True
3864,3901,2021-08-09,Alexander,North Carolina,37003.0,4728,85.0,36172.0,0.1307,0.0023,76.0,127.0,0.0,0.0,351.1,High,140.2,0.1416,Northern,140.2,True,True
3964,4001,2021-08-10,Alexander,North Carolina,37003.0,4741,85.0,36172.0,0.1311,0.0023,13.0,132.0,0.0,0.0,364.92,High,140.2,0.1416,Northern,140.2,True,True
4064,4101,2021-08-11,Alexander,North Carolina,37003.0,4764,85.0,36172.0,0.1317,0.0023,23.0,143.0,0.0,0.0,395.33,High,140.2,0.1416,Northern,140.2,True,True
4164,4201,2021-08-12,Alexander,North Carolina,37003.0,4794,85.0,36172.0,0.1325,0.0023,30.0,160.0,0.0,0.0,442.33,High,140.2,0.1416,Northern,140.2,True,True
4264,4301,2021-08-13,Alexander,North Carolina,37003.0,4812,85.0,36172.0,0.133,0.0023,18.0,160.0,0.0,0.0,442.33,High,140.2,0.1416,Northern,140.2,True,True
4364,4401,2021-08-14,Alexander,North Carolina,37003.0,4812,85.0,36172.0,0.133,0.0023,0.0,160.0,0.0,0.0,442.33,High,140.2,0.1416,Northern,140.2,True,True
4464,4501,2021-08-15,Alexander,North Carolina,37003.0,4812,85.0,36172.0,0.133,0.0023,0.0,160.0,0.0,0.0,442.33,High,140.2,0.1416,Northern,140.2,True,True
4564,4601,2021-08-16,Alexander,North Carolina,37003.0,4869,85.0,36172.0,0.1346,0.0023,57.0,141.0,0.0,0.0,389.8,High,140.2,0.1416,Northern,140.2,True,True
4664,4701,2021-08-17,Alexander,North Carolina,37003.0,4872,85.0,36172.0,0.1347,0.0023,3.0,131.0,0.0,0.0,362.16,High,140.2,0.1416,Northern,140.2,True,True
4764,4801,2021-08-18,Alexander,North Carolina,37003.0,4910,85.0,36172.0,0.1357,0.0023,38.0,146.0,0.0,0.0,403.63,High,140.2,0.1416,Northern,140.2,True,True
4864,4901,2021-08-19,Alexander,North Carolina,37003.0,4946,88.0,36172.0,0.1367,0.0024,36.0,152.0,3.0,3.0,420.21,High,140.2,0.1416,Northern,140.2,True,True
4964,5001,2021-08-20,Alexander,North Carolina,37003.0,4956,88.0,36172.0,0.137,0.0024,10.0,144.0,0.0,3.0,398.1,High,140.2,0.1416,Northern,140.2,True,True
5064,5101,2021-08-21,Alexander,North Carolina,37003.0,4956,88.0,36172.0,0.137,0.0024,0.0,144.0,0.0,3.0,398.1,High,140.2,0.1416,Northern,140.2,True,True
5164,5201,2021-08-22,Alexander,North Carolina,37003.0,4956,88.0,36172.0,0.137,0.0024,0.0,144.0,0.0,3.0,398.1,High,140.2,0.1416,Northern,140.2,True,True
5264,5301,2021-08-23,Alexander,North Carolina,37003.0,5040,88.0,36172.0,0.1393,0.0024,84.0,171.0,0.0,3.0,472.74,High,140.2,0.1416,Northern,140.2,True,True
5364,5401,2021-08-24,Alexander,North Carolina,37003.0,5062,90.0,36172.0,0.1399,0.0025,22.0,190.0,2.0,5.0,525.27,High,140.2,0.1416,Northern,140.2,True,True
5464,5501,2021-08-25,Alexander,North Carolina,37003.0,5074,90.0,36172.0,0.1403,0.0025,12.0,164.0,0.0,5.0,453.39,High,140.2,0.1416,Northern,140.2,True,True
5564,5601,2021-08-26,Alexander,North Carolina,37003.0,5124,94.0,36172.0,0.1417,0.0026,50.0,178.0,4.0,6.0,492.09,High,140.2,0.1416,Northern,140.2,True,True
5664,5701,2021-08-27,Alexander,North Carolina,37003.0,5148,94.0,36172.0,0.1423,0.0026,24.0,192.0,0.0,6.0,530.8,High,140.2,0.1416,Northern,140.2,True,True
5764,5801,2021-08-28,Alexander,North Carolina,37003.0,5148,94.0,36172.0,0.1423,0.0026,0.0,192.0,0.0,6.0,530.8,High,140.2,0.1416,Northern,140.2,True,True
5864,5901,2021-08-29,Alexander,North Carolina,37003.0,5148,94.0,36172.0,0.1423,0.0026,0.0,192.0,0.0,6.0,530.8,High,140.2,0.1416,Northern,140.2,True,True
5964,6001,2021-08-30,Alexander,North Carolina,37003.0,5257,95.0,36172.0,0.1453,0.0026,109.0,217.0,1.0,7.0,599.91,High,140.2,0.1416,Northern,140.2,True,True
6064,6101,2021-08-31,Alexander,North Carolina,37003.0,5272,96.0,36172.0,0.1457,0.0027,15.0,210.0,1.0,6.0,580.56,High,140.2,0.1416,Northern,140.2,True,True
6164,6201,2021-09-01,Alexander,North Carolina,37003.0,5324,96.0,36172.0,0.1472,0.0027,52.0,250.0,0.0,6.0,691.14,High,140.2,0.1416,Northern,140.2,True,True
6264,6301,2021-09-02,Alexander,North Carolina,37003.0,5367,96.0,36172.0,0.1484,0.0027,43.0,243.0,0.0,2.0,671.79,High,140.2,0.1416,Northern,140.2,True,True
6364,6401,2021-09-03,Alexander,North Carolina,37003.0,5387,96.0,36172.0,0.1489,0.0027,20.0,239.0,0.0,2.0,660.73,High,140.2,0.1416,Northern,140.2,True,True
6464,6501,2021-09-04,Alexander,North Carolina,37003.0,5387,96.0,36172.0,0.1489,0.0027,0.0,239.0,0.0,2.0,660.73,High,140.2,0.1416,Northern,140.2,True,True
6564,6601,2021-09-05,Alexander,North Carolina,37003.0,5387,96.0,36172.0,0.1489,0.0027,0.0,239.0,0.0,2.0,660.73,High,140.2,0.1416,Northern,140.2,True,True
6664,6701,2021-09-06,Alexander,North Carolina,37003.0,5387,96.0,36172.0,0.1489,0.0027,0.0,130.0,0.0,1.0,359.39,High,140.2,0.1416,Northern,140.2,True,True
6764,6801,2021-09-07,Alexander,North Carolina,37003.0,5507,97.0,36172.0,0.1522,0.0027,120.0,235.0,1.0,1.0,649.67,High,140.2,0.1416,Northern,140.2,True,True
6864,6901,2021-09-08,Alexander,North Carolina,37003.0,5530,97.0,36172.0,0.1529,0.0027,23.0,206.0,0.0,1.0,569.5,High,140.2,0.1416,Northern,140.2,True,True
6964,7001,2021-09-09,Alexander,North Carolina,37003.0,5561,98.0,36172.0,0.1537,0.0027,31.0,194.0,1.0,2.0,536.33,High,140.2,0.1416,Northern,140.2,True,True
7064,7101,2021-09-10,Alexander,North Carolina,37003.0,5622,98.0,36172.0,0.1554,0.0027,61.0,235.0,0.0,2.0,649.67,High,140.2,0.1416,Northern,140.2,True,True
7164,7201,2021-09-11,Alexander,North Carolina,37003.0,5622,98.0,36172.0,0.1554,0.0027,0.0,235.0,0.0,2.0,649.67,High,140.2,0.1416,Northern,140.2,True,True
7264,7301,2021-09-12,Alexander,North Carolina,37003.0,5622,98.0,36172.0,0.1554,0.0027,0.0,235.0,0.0,2.0,649.67,High,140.2,0.1416,Northern,140.2,True,True
7364,7401,2021-09-13,Alexander,North Carolina,37003.0,5687,98.0,36172.0,0.1572,0.0027,65.0,300.0,0.0,2.0,829.37,High,140.2,0.1416,Northern,140.2,True,True
7464,7501,2021-09-14,Alexander,North Carolina,37003.0,5705,99.0,36172.0,0.1577,0.0027,18.0,198.0,1.0,2.0,547.38,High,140.2,0.1416,Northern,140.2,True,True
7564,7601,2021-09-15,Alexander,North Carolina,37003.0,5767,99.0,36172.0,0.1594,0.0027,62.0,237.0,0.0,2.0,655.2,High,140.2,0.1416,Northern,140.2,True,True
7664,7701,2021-09-16,Alexander,North Carolina,37003.0,5782,99.0,36172.0,0.1598,0.0027,15.0,221.0,0.0,1.0,610.97,High,140.2,0.1416,Northern,140.2,True,True
7764,7801,2021-09-17,Alexander,North Carolina,37003.0,5868,99.0,36172.0,0.1622,0.0027,86.0,246.0,0.0,1.0,680.08,High,140.2,0.1416,Northern,140.2,True,True
7864,7901,2021-09-18,Alexander,North Carolina,37003.0,5868,99.0,36172.0,0.1622,0.0027,0.0,246.0,0.0,1.0,680.08,High,140.2,0.1416,Northern,140.2,True,True
7964,8001,2021-09-19,Alexander,North Carolina,37003.0,5868,99.0,36172.0,0.1622,0.0027,0.0,246.0,0.0,1.0,680.08,High,140.2,0.1416,Northern,140.2,True,True
8064,8101,2021-09-20,Alexander,North Carolina,37003.0,5911,103.0,36172.0,0.1634,0.0028,43.0,224.0,4.0,5.0,619.26,High,140.2,0.1416,Northern,140.2,True,True
8164,8201,2021-09-21,Alexander,North Carolina,37003.0,5919,103.0,36172.0,0.1636,0.0028,8.0,214.0,0.0,4.0,591.62,High,140.2,0.1416,Northern,140.2,True,True
8264,8301,2021-09-22,Alexander,North Carolina,37003.0,5975,103.0,36172.0,0.1652,0.0028,56.0,208.0,0.0,4.0,575.03,High,140.2,0.1416,Northern,140.2,True,True
8364,8401,2021-09-23,Alexander,North Carolina,37003.0,5994,103.0,36172.0,0.1657,0.0028,19.0,212.0,0.0,4.0,586.09,High,140.2,0.1416,Northern,140.2,True,True
8464,8501,2021-09-24,Alexander,North Carolina,37003.0,6012,103.0,36172.0,0.1662,0.0028,18.0,144.0,0.0,4.0,398.1,High,140.2,0.1416,Northern,140.2,True,True
8564,8601,2021-09-25,Alexander,North Carolina,37003.0,6012,103.0,36172.0,0.1662,0.0028,0.0,144.0,0.0,4.0,398.1,High,140.2,0.1416,Northern,140.2,True,True
8664,8701,2021-09-26,Alexander,North Carolina,37003.0,6012,103.0,36172.0,0.1662,0.0028,0.0,144.0,0.0,4.0,398.1,High,140.2,0.1416,Northern,140.2,True,True
8764,8801,2021-09-27,Alexander,North Carolina,37003.0,6052,104.0,36172.0,0.1673,0.0029,40.0,141.0,1.0,1.0,389.8,High,140.2,0.1416,Northern,140.2,True,True
8864,8901,2021-09-28,Alexander,North Carolina,37003.0,6053,108.0,36172.0,0.1673,0.003,1.0,134.0,4.0,5.0,370.45,High,140.2,0.1416,Northern,140.2,True,True
8964,9001,2021-09-29,Alexander,North Carolina,37003.0,6069,111.0,36172.0,0.1678,0.0031,16.0,94.0,3.0,8.0,259.87,High,140.2,0.1416,Northern,140.2,True,True
9064,9101,2021-09-30,Alexander,North Carolina,37003.0,6090,111.0,36172.0,0.1684,0.0031,21.0,96.0,0.0,8.0,265.4,High,140.2,0.1416,Northern,140.2,True,True
9164,9201,2021-10-01,Alexander,North Carolina,37003.0,6109,111.0,36172.0,0.1689,0.0031,19.0,97.0,0.0,8.0,268.16,High,140.2,0.1416,Northern,140.2,True,True
9264,9301,2021-10-02,Alexander,North Carolina,37003.0,6109,111.0,36172.0,0.1689,0.0031,0.0,97.0,0.0,8.0,268.16,High,140.2,0.1416,Northern,140.2,True,True
9364,9401,2021-10-03,Alexander,North Carolina,37003.0,6109,111.0,36172.0,0.1689,0.0031,0.0,97.0,0.0,8.0,268.16,High,140.2,0.1416,Northern,140.2,True,True
9464,9501,2021-10-04,Alexander,North Carolina,37003.0,6166,111.0,36172.0,0.1705,0.0031,57.0,114.0,0.0,7.0,315.16,High,140.2,0.1416,Northern,140.2,True,True
9564,9601,2021-10-05,Alexander,North Carolina,37003.0,6177,111.0,36172.0,0.1708,0.0031,11.0,124.0,0.0,3.0,342.81,High,140.2,0.1416,Northern,140.2,True,True
9664,9701,2021-10-06,Alexander,North Carolina,37003.0,6190,111.0,36172.0,0.1711,0.0031,13.0,121.0,0.0,0.0,334.51,High,140.2,0.1416,Northern,140.2,True,True
9764,9801,2021-10-07,Alexander,North Carolina,37003.0,6205,111.0,36172.0,0.1715,0.0031,15.0,115.0,0.0,0.0,317.93,High,140.2,0.1416,Northern,140.2,True,True
9864,9901,2021-10-08,Alexander,North Carolina,37003.0,6238,111.0,36172.0,0.1725,0.0031,33.0,129.0,0.0,0.0,356.63,High,140.2,0.1416,Northern,140.2,True,True
9964,10001,2021-10-09,Alexander,North Carolina,37003.0,6238,111.0,36172.0,0.1725,0.0031,0.0,129.0,0.0,0.0,356.63,High,140.2,0.1416,Northern,140.2,True,True
10064,10101,2021-10-10,Alexander,North Carolina,37003.0,6238,111.0,36172.0,0.1725,0.0031,0.0,129.0,0.0,0.0,356.63,High,140.2,0.1416,Northern,140.2,True,True
10164,10201,2021-10-11,Alexander,North Carolina,37003.0,6261,111.0,36172.0,0.1731,0.0031,23.0,95.0,0.0,0.0,262.63,High,140.2,0.1416,Northern,140.2,True,True
10264,10301,2021-10-12,Alexander,North Carolina,37003.0,6264,111.0,36172.0,0.1732,0.0031,3.0,87.0,0.0,0.0,240.52,High,140.2,0.1416,Northern,140.2,True,True
10364,10401,2021-10-13,Alexander,North Carolina,37003.0,6312,112.0,36172.0,0.1745,0.0031,48.0,122.0,1.0,1.0,337.28,High,140.2,0.1416,Northern,140.2,True,True
10464,10501,2021-10-14,Alexander,North Carolina,37003.0,6342,112.0,36172.0,0.1753,0.0031,30.0,137.0,0.0,1.0,378.75,High,140.2,0.1416,Northern,140.2,True,True
10564,10601,2021-10-15,Alexander,North Carolina,37003.0,6353,112.0,36172.0,0.1756,0.0031,11.0,115.0,0.0,1.0,317.93,High,140.2,0.1416,Northern,140.2,True,True
10664,10701,2021-10-16,Alexander,North Carolina,37003.0,6353,112.0,36172.0,0.1756,0.0031,0.0,115.0,0.0,1.0,317.93,High,140.2,0.1416,Northern,140.2,True,True
10764,10801,2021-10-17,Alexander,North Carolina,37003.0,6353,112.0,36172.0,0.1756,0.0031,0.0,115.0,0.0,1.0,317.93,High,140.2,0.1416,Northern,140.2,True,True
10864,10901,2021-10-18,Alexander,North Carolina,37003.0,6372,112.0,36172.0,0.1762,0.0031,19.0,111.0,0.0,1.0,306.87,High,140.2,0.1416,Northern,140.2,True,True
10964,11001,2021-10-19,Alexander,North Carolina,37003.0,6375,115.0,36172.0,0.1762,0.0032,3.0,111.0,3.0,4.0,306.87,High,140.2,0.1416,Northern,140.2,True,True
11064,11101,2021-10-20,Alexander,North Carolina,37003.0,6386,115.0,36172.0,0.1765,0.0032,11.0,74.0,0.0,3.0,204.58,High,140.2,0.1416,Northern,140.2,True,True
11164,11201,2021-10-21,Alexander,North Carolina,37003.0,6404,115.0,36172.0,0.177,0.0032,18.0,62.0,0.0,3.0,171.4,High,140.2,0.1416,Northern,140.2,True,True
11264,11301,2021-10-22,Alexander,North Carolina,37003.0,6410,115.0,36172.0,0.1772,0.0032,6.0,57.0,0.0,3.0,157.58,High,140.2,0.1416,Northern,140.2,True,True
11364,11401,2021-10-23,Alexander,North Carolina,37003.0,6410,115.0,36172.0,0.1772,0.0032,0.0,57.0,0.0,3.0,157.58,High,140.2,0.1416,Northern,140.2,True,True
11464,11501,2021-10-24,Alexander,North Carolina,37003.0,6410,115.0,36172.0,0.1772,0.0032,0.0,57.0,0.0,3.0,157.58,High,140.2,0.1416,Northern,140.2,True,True
11564,11601,2021-10-25,Alexander,North Carolina,37003.0,6431,115.0,36172.0,0.1778,0.0032,21.0,59.0,0.0,3.0,163.11,High,140.2,0.1416,Northern,140.2,True,True
11664,11701,2021-10-26,Alexander,North Carolina,37003.0,6438,115.0,36172.0,0.178,0.0032,7.0,63.0,0.0,0.0,174.17,High,140.2,0.1416,Northern,140.2,True,True
11764,11801,2021-10-27,Alexander,North Carolina,37003.0,6446,117.0,36172.0,0.1782,0.0032,8.0,60.0,2.0,2.0,165.87,High,140.2,0.1416,Northern,140.2,True,True
11864,11901,2021-10-28,Alexander,North Carolina,37003.0,6455,117.0,36172.0,0.1785,0.0032,9.0,51.0,0.0,2.0,140.99,High,140.2,0.1416,Northern,140.2,True,True
11964,12001,2021-10-29,Alexander,North Carolina,37003.0,6469,117.0,36172.0,0.1788,0.0032,14.0,59.0,0.0,2.0,163.11,High,140.2,0.1416,Northern,140.2,True,True
12064,12101,2021-10-30,Alexander,North Carolina,37003.0,6469,117.0,36172.0,0.1788,0.0032,0.0,59.0,0.0,2.0,163.11,High,140.2,0.1416,Northern,140.2,True,True
12164,12201,2021-10-31,Alexander,North Carolina,37003.0,6469,117.0,36172.0,0.1788,0.0032,0.0,59.0,0.0,2.0,163.11,High,140.2,0.1416,Northern,140.2,True,True
12264,12301,2021-11-01,Alexander,North Carolina,37003.0,6491,117.0,36172.0,0.1794,0.0032,22.0,60.0,0.0,2.0,165.87,High,140.2,0.1416,Northern,140.2,True,True
12364,12401,2021-11-02,Alexander,North Carolina,37003.0,6490,117.0,36172.0,0.1794,0.0032,-1.0,52.0,0.0,2.0,143.76,High,140.2,0.1416,Northern,140.2,True,True
12464,12501,2021-11-03,Alexander,North Carolina,37003.0,6510,117.0,36172.0,0.18,0.0032,20.0,64.0,0.0,0.0,176.93,High,140.2,0.1416,Northern,140.2,True,True
12564,12601,2021-11-04,Alexander,North Carolina,37003.0,6518,117.0,36172.0,0.1802,0.0032,8.0,63.0,0.0,0.0,174.17,High,140.2,0.1416,Northern,140.2,True,True
12664,12701,2021-11-05,Alexander,North Carolina,37003.0,6526,117.0,36172.0,0.1804,0.0032,8.0,57.0,0.0,0.0,157.58,High,140.2,0.1416,Northern,140.2,True,True
12764,12801,2021-11-06,Alexander,North Carolina,37003.0,6526,117.0,36172.0,0.1804,0.0032,0.0,57.0,0.0,0.0,157.58,High,140.2,0.1416,Northern,140.2,True,True
12864,12901,2021-11-07,Alexander,North Carolina,37003.0,6526,117.0,36172.0,0.1804,0.0032,0.0,57.0,0.0,0.0,157.58,High,140.2,0.1416,Northern,140.2,True,True
12964,13001,2021-11-08,Alexander,North Carolina,37003.0,6553,117.0,36172.0,0.1812,0.0032,27.0,62.0,0.0,0.0,171.4,High,140.2,0.1416,Northern,140.2,True,True
13064,13101,2021-11-09,Alexander,North Carolina,37003.0,6570,117.0,36172.0,0.1816,0.0032,17.0,80.0,0.0,0.0,221.17,High,140.2,0.1416,Northern,140.2,True,True
